id,source_id,url,title,lang,scraped_at,published_at,ai_score,ai_score_zs,ai_score_zs_v2,topic_primary,topic_primary_score,topic_scores
214598,etnews_kr,https://www.etnews.com/20260519000020,"앤트로픽, '미토스' AI 사이버 위협 정보 외부 공유 허용",,2026-05-19 18:21:44.050353+09,2026-05-19 00:00:00+09,,,0.5047009463579696,genai_foundation,0.564529,"[{""score"": 0.5645290017127991, ""topic"": ""genai_foundation""}, {""score"": 0.5580356121063232, ""topic"": ""security_trust""}, {""score"": 0.5161523222923279, ""topic"": ""enterprise_industry""}]"
214597,etnews_kr,https://www.etnews.com/20260519000019,"일론 머스크, 오픈AI 소송 패소…“소 제기 시효 경과”",,2026-05-19 18:21:43.4052+09,2026-05-19 00:00:00+09,,,0.5153312384384813,genai_foundation,0.343655,"[{""score"": 0.343654990196228, ""topic"": ""genai_foundation""}, {""score"": 0.2647109627723694, ""topic"": ""ai_infra_compute""}]"
214596,hankyung_kr,https://www.hankyung.com/article/2026051955321,데이터가 멈추면 기업도 멈춰선다,,2026-05-19 18:21:42.717028+09,2026-05-19 00:00:00+09,,,0.5000138774265677,security_trust,0.5767383,"[{""score"": 0.5767382979393005, ""topic"": ""security_trust""}, {""score"": 0.5700026154518127, ""topic"": ""enterprise_industry""}, {""score"": 0.49627673625946045, ""topic"": ""ai_infra_compute""}]"
214595,hankyung_kr,https://www.hankyung.com/article/202605196468i,"[단독] 경쟁 신약 임상 성공에 급락…리가켐 ""전략·승부처 다르다""",,2026-05-19 18:21:41.541103+09,2026-05-19 00:00:00+09,,,0.5184791028590201,genai_foundation,0.48438826,"[{""score"": 0.4843882620334625, ""topic"": ""genai_foundation""}, {""score"": 0.420348197221756, ""topic"": ""security_trust""}, {""score"": 0.41632798314094543, ""topic"": ""ai_infra_compute""}]"
214594,hankyung_kr,https://www.hankyung.com/article/202605195896i,美 MSD TROP2 ADC 자궁내막암 임상 3상 성공,,2026-05-19 18:21:40.475443+09,2026-05-19 00:00:00+09,,,0.5029618207046219,genai_foundation,0.5326651,"[{""score"": 0.5326650738716125, ""topic"": ""genai_foundation""}, {""score"": 0.462399959564209, ""topic"": ""ai_infra_compute""}, {""score"": 0.4546201527118683, ""topic"": ""robotics_autonomy""}]"
214593,hankyung_kr,https://www.hankyung.com/article/202605196200i,'제1회 코리아 숏 드라마 어워즈'에 도전하세요!,,2026-05-19 18:21:39.409715+09,2026-05-19 00:00:00+09,,,0.5001689176053882,genai_foundation,0.43466744,"[{""score"": 0.4346674382686615, ""topic"": ""genai_foundation""}, {""score"": 0.4221876263618469, ""topic"": ""ai_infra_compute""}, {""score"": 0.37808868288993835, ""topic"": ""security_trust""}]"
214592,hankyung_kr,https://www.hankyung.com/article/202605196196i,"현대바이오 “WHO 요청 시 즉시 공급”…항바이러스제 제프티, 에볼라 대응 카드 부상",,2026-05-19 18:21:38.509124+09,2026-05-19 00:00:00+09,,,0.5000322325767553,health_bio,0.55510706,"[{""score"": 0.555107057094574, ""topic"": ""health_bio""}, {""score"": 0.5482901334762573, ""topic"": ""genai_foundation""}, {""score"": 0.5125536322593689, ""topic"": ""ai_infra_compute""}]"
214591,hankyung_kr,https://www.hankyung.com/article/202605195434g,과장님은 챗GPT 쓰는데…대학생 '생존템'은 따로 있네,,2026-05-19 18:21:37.655899+09,2026-05-19 00:00:00+09,,,0.51054470081708,ai_infra_compute,0.65540826,"[{""score"": 0.6554082632064819, ""topic"": ""ai_infra_compute""}, {""score"": 0.6478637456893921, ""topic"": ""genai_foundation""}, {""score"": 0.5729249715805054, ""topic"": ""robotics_autonomy""}]"
214590,hankyung_kr,https://www.hankyung.com/article/202605195665i,"이엔셀, 샤르코-마리-투스병 세포치료제 첫 환자 투여 마쳐",,2026-05-19 18:21:36.828124+09,2026-05-19 00:00:00+09,,,0.5047927807645665,health_bio,0.5725868,"[{""score"": 0.5725867748260498, ""topic"": ""health_bio""}, {""score"": 0.5175027847290039, ""topic"": ""genai_foundation""}, {""score"": 0.4586896300315857, ""topic"": ""ai_infra_compute""}]"
214589,hankyung_kr,https://www.hankyung.com/article/202605195621i,지씨셀 HER2 CAR-NK 세포치료제 첫 환자 투여 개시,,2026-05-19 18:21:35.763891+09,2026-05-19 00:00:00+09,,,0.5001635546726835,health_bio,0.6269105,"[{""score"": 0.6269105076789856, ""topic"": ""health_bio""}, {""score"": 0.5419162511825562, ""topic"": ""genai_foundation""}, {""score"": 0.502964198589325, ""topic"": ""ai_infra_compute""}]"
214588,hankyung_kr,https://www.hankyung.com/article/202605183529i,"유한양행 ""실적 저점 통과…체질 개선이 주가 재평가 관건""",,2026-05-19 18:21:34.921273+09,2026-05-19 00:00:00+09,,,0.525081474562526,ai_infra_compute,0.48191422,"[{""score"": 0.481914222240448, ""topic"": ""ai_infra_compute""}, {""score"": 0.47133326530456543, ""topic"": ""security_trust""}, {""score"": 0.4491855502128601, ""topic"": ""genai_foundation""}]"
214587,hankyung_kr,https://www.hankyung.com/article/202605195462g,69만원짜리 '제니 안경' 뭐길래…해외서 불티나더니 한국 온다,,2026-05-19 18:21:34.121949+09,2026-05-19 00:00:00+09,,,0.5191442815468025,ai_infra_compute,0.6061381,"[{""score"": 0.6061381101608276, ""topic"": ""ai_infra_compute""}, {""score"": 0.5961438417434692, ""topic"": ""genai_foundation""}, {""score"": 0.5706963539123535, ""topic"": ""robotics_autonomy""}]"
214586,hankyung_kr,https://www.hankyung.com/article/202605195384i,"HEM파마, 질염 유발균 잡는 신규 유산균주 발굴",,2026-05-19 18:21:33.182517+09,2026-05-19 00:00:00+09,,,0.5002462292159295,health_bio,0.5441283,"[{""score"": 0.5441282987594604, ""topic"": ""health_bio""}, {""score"": 0.5311653017997742, ""topic"": ""genai_foundation""}, {""score"": 0.4768229126930237, ""topic"": ""ai_infra_compute""}]"
